Number,Sex,Survived,NameSet,Title,Name,Age,Pclass,SibSp,Parch,Ticket,Fare,Cabin,Embarked
677,female,0,American,Mrs.,Lana Davis,24.5,3,0,0,342826,8.05,,S
678,female,1,American,Mrs.,Ann Thornton,18,3,0,0,4138,98.417,,S
679,male,0,American,Mr.,Steven Albers,43,3,1,6,CA 2144,46.9,,S
680,female,1,American,Mrs.,Vanesa Durham,36,1,0,1,PC 17755,5.123.292,B51 B53 B55,C
681,female,0,American,Mrs.,Melva Morris,,3,0,0,330935,81.375,,Q
682,male,1,American,Mr.,Joseph Rowley,27,1,0,0,PC 17572,767.292,D49,C
683,male,0,American,Mr.,Larry Middlebrook,20,3,0,0,6563,9.225,,S
684,male,0,American,Mr.,Harold Rhone,14,3,5,2,CA 2144,46.9,,S
685,male,0,American,Mr.,Jan Rodriquez,60,2,1,1,29750,39,,S
686,male,0,American,Mr.,Efrain March,25,2,1,2,SC/Paris 2123,415.792,,C
687,male,0,American,Mr.,Andy Pedersen,14,3,4,1,3101295,396.875,,S
688,female,0,American,Mrs.,Dina Head,19,3,0,0,349228,101.708,,S
689,male,0,American,Mr.,Kenny Lee,18,3,0,0,350036,77.958,,S
690,male,1,American,Mr.,Homer Myers,15,1,0,1,24160,2.113.375,B5,S
691,female,1,American,Ms.,Ima Torres,31,1,1,0,17474,57,B20,S
692,male,1,American,Mr.,Raymond Hayes,4,3,0,1,349256,134.167,,C
693,female,1,American,Ms.,Audrey Guzman,,3,0,0,1601,564.958,,S
694,male,0,American,Mr.,Ryan Fagan,25,3,0,0,2672,7.225,,C
695,male,0,American,Mr.,Donte Yerger,60,1,0,0,113800,26.55,,S
696,male,0,American,Mr.,Keith Green,52,2,0,0,248731,13.5,,S
697,male,0,American,Mr.,Donald Schoenfeld,44,3,0,0,363592,8.05,,S
698,female,1,American,Ms.,Elma Tyler,,3,0,0,35852,77.333,,Q
699,male,0,American,Mr.,Dean Barter,49,1,1,1,17421,1.108.833,C68,C
700,female,0,American,Ms.,Maria White,42,3,0,0,348121,7.65,F G63,S
701,female,1,American,Mrs.,Diane Lohman,18,1,1,0,PC 17757,227.525,C62 C64,C
702,male,1,American,Mr.,Phillip Thompson,35,1,0,0,PC 17475,262.875,E24,S
703,male,0,American,Dr.,David Cassidy,18,3,0,1,2691,144.542,,C
704,female,0,American,Ms.,Carol Williams,25,3,0,0,36864,77.417,,Q
705,female,0,American,Dr.,Melissa Mixon,26,3,1,0,350025,78.542,,S
706,male,0,American,Mr.,David Downing,39,2,0,0,250655,26,,S
707,female,1,American,Ms.,Samira Carlos,45,2,0,0,223596,13.5,,S
708,female,1,American,Ms.,Meggan Callaway,42,1,0,0,PC 17476,262.875,E24,S
709,male,1,American,Mr.,Adan Jennings,22,1,0,0,113781,151.55,,S
710,female,1,American,Ms.,Krystal Fannin,,3,1,1,2661,152.458,,C
711,male,1,American,Mr.,Ronald Thurman,24,1,0,0,PC 17482,495.042,C90,C
712,female,0,American,Mrs.,Jeanette Stark,,1,0,0,113028,26.55,C124,S
713,male,1,American,Mr.,Kenneth Gaspard,48,1,1,0,19996,52,C126,S
714,male,0,American,Mr.,Douglas Dabney,29,3,0,0,7545,94.833,,S
715,male,0,American,Mr.,Alan House,52,2,0,0,250647,13,,S
716,male,0,American,Mr.,Wallace Brown,19,3,0,0,348124,7.65,F G73,S
717,female,1,American,Ms.,Deborah Hagan,38,1,0,0,PC 17757,227.525,C45,C
718,female,1,American,Ms.,Linda Wilford,27,2,0,0,34218,10.5,E101,S
719,female,0,American,Ms.,Carolyn Bean,,3,0,0,36568,15.5,,Q
720,male,0,American,Mr.,John Gonzalez,33,3,0,0,347062,7.775,,S
721,female,1,American,Ms.,Elizabeth Dixon,6,2,0,1,248727,33,,S
722,female,0,American,Mrs.,Nancy Kelly,17,3,1,0,350048,70.542,,S
723,male,0,American,Mr.,Jeff Glass,34,2,0,0,12233,13,,S
724,male,0,American,Mr.,Charles Logan,50,2,0,0,250643,13,,S
725,male,1,American,Mr.,Jason Ellis,27,1,1,0,113806,53.1,E8,S
726,male,0,American,Mr.,James Maxwell,20,3,0,0,315094,86.625,,S
727,male,1,American,Mr.,Jeffrey Dugas,30,2,3,0,31027,21,,S
728,male,1,American,Mr.,Robert Miller,,3,0,0,36866,77.375,,Q
729,male,0,American,Mr.,David Robinson,25,2,1,0,236853,26,,S
730,female,0,American,Mrs.,Maria Mungo,25,3,1,0,STON/O2. 3101271,7.925,,S
731,male,1,American,Mr.,David Porter,29,1,0,0,24160,2.113.375,B5,S
732,female,0,American,Ms.,Patricia Archer,11,3,0,0,2699,187.875,,C
733,female,0,American,Mrs.,Tamara Taylor,,2,0,0,239855,0,,S
734,male,0,American,Mr.,Anthony Micheals,23,2,0,0,28425,13,,S
735,male,0,American,Mr.,Billie Evenson,23,2,0,0,233639,13,,S
736,female,0,American,Ms.,Winnie Shoemaker,28.5,3,0,0,54636,16.1,,S
737,male,0,American,Mr.,Mark Gentry,48,3,1,3,W./C. 6608,34.375,,S
738,female,1,American,Ms.,Diane Brown,35,1,0,0,PC 17755,5.123.292,B101,C
739,male,0,American,Mr.,Henry Reynolds,,3,0,0,349201,78.958,,S
740,male,0,American,Mr.,Otis Lopez,,3,0,0,349218,78.958,,S
741,male,1,American,Mr.,Joe Messer,,1,0,0,16988,30,D45,S
742,male,0,American,Mr.,William Langford,36,1,1,0,19877,78.85,C46,S
743,male,1,American,Mr.,Stephen Brame,21,1,2,2,PC 17608,262.375,B57 B59 B63 B66,C
744,male,0,American,Mr.,Don Lusk,24,3,1,0,376566,16.1,,S
745,male,1,American,Mr.,Edward Johnson,31,3,0,0,STON/O 2. 3101288,7.925,,S
746,male,0,American,Mr.,Mike Burns,70,1,1,1,WE/P 5735,71,B22,S
747,female,0,American,Mrs.,Edna Melia,16,3,1,1,C.A. 2673,20.25,,S
748,male,1,American,Mr.,Douglas Yates,30,2,0,0,250648,13,,S
749,male,0,American,Mr.,Samuel Delong,19,1,1,0,113773,53.1,D30,S
750,male,0,American,Mr.,Morgan Shields,31,3,0,0,335097,7.75,,Q
751,female,1,American,Ms.,Maria Wells,4,2,1,1,29103,23,,S
752,female,1,American,Ms.,Evangelina Joseph,6,3,0,1,392096,12.475,E121,S
753,male,0,American,Mr.,Lawrence Holloway,33,3,0,0,345780,9.5,,S
754,male,0,American,Mr.,Craig Redmon,23,3,0,0,349204,78.958,,S
755,female,1,American,Ms.,Kristen Butler,48,2,1,2,220845,65,,S
756,male,1,American,Mr.,Allen Gallegos,0.67,2,1,1,250649,14.5,,S
757,female,0,American,Ms.,Judy Fultz,28,3,0,0,350042,77.958,,S
758,female,0,American,Mrs.,Mary Blythe,18,2,0,0,29108,11.5,,S
759,female,0,American,Mrs.,Denise Stafford,34,3,0,0,363294,8.05,,S
760,male,1,American,Mr.,Frederick Levy,33,1,0,0,110152,86.5,B77,S
761,female,0,American,Ms.,Darlene Benoit,,3,0,0,358585,14.5,,S
762,female,0,American,Ms.,Jimmie Sontag,41,3,0,0,SOTON/O2 3101272,7.125,,S
763,male,1,American,Mr.,Douglas Demers,20,3,0,0,2663,72.292,,C
764,male,1,American,Mr.,Ricky Brown,36,1,1,2,113760,120,B96 B98,S
765,female,0,American,Mrs.,Bernadine Beggs,16,3,0,0,347074,7.775,,S
766,male,1,American,Mr.,Harold Black,51,1,1,0,13502,779.583,D11,S
767,male,0,American,Mr.,Jose Mendoza,,1,0,0,112379,39.6,,C
768,female,0,American,Ms.,Betsy Dinsmore,30.5,3,0,0,364850,7.75,,Q
769,female,0,American,Mrs.,Josephine Barragan,,3,1,0,371110,24.15,,Q
770,male,0,American,Mr.,Joshua Clary,32,3,0,0,8471,83.625,,S
771,male,0,American,Mr.,Joseph Morgan,24,3,0,0,345781,9.5,,S
772,male,0,American,Mr.,David Styers,48,3,0,0,350047,78.542,,S
773,female,0,American,Mrs.,Violeta Friar,57,2,0,0,S.O./P.P. 3,10.5,E77,S
774,female,0,American,Ms.,Heather Gallant,,3,0,0,2674,7.225,,C
775,female,1,American,Mrs.,Phyllis Hoffman,54,2,1,3,29105,23,,S
776,male,0,American,Mr.,Ralph Sandler,18,3,0,0,347078,7.75,,S
777,male,0,American,Mr.,Manuel Peters,,3,0,0,383121,7.75,F38,Q
778,female,1,American,Dr.,Ronna Lilly,5,3,0,0,364516,12.475,,S
779,female,0,American,Ms.,Loretta Roney,,3,0,0,36865,77.375,,Q
780,female,1,American,Ms.,Betsy Gause,43,1,0,1,24160,2.113.375,B3,S
781,male,1,American,Mr.,Jason Larsen,13,3,0,0,2687,72.292,,C
782,male,1,American,Mr.,Robert Kindel,17,1,1,0,17474,57,B20,S
783,male,0,American,Mr.,Bryan Hay,29,1,0,0,113501,30,D6,S
784,female,0,American,Dr.,Melissa Phillips,,3,1,2,W./C. 6607,23.45,,S
785,female,0,American,Ms.,Dorthy Ingraham,25,3,0,0,SOTON/O.Q. 3101312,7.05,,S
786,female,0,American,Mrs.,Rebecca Hedrick,25,3,0,0,374887,7.25,,S
787,female,1,American,Ms.,Roxanne Walling,18,3,0,0,3101265,74.958,,S
788,female,0,American,Ms.,Laurie Cano,8,3,4,1,382652,29.125,,Q
789,female,1,American,Ms.,Amanda Morgan,1,3,1,2,C.A. 2315,20.575,,S
790,male,0,American,Mr.,Ralph Ridgeway,46,1,0,0,PC 17593,79.2,B82 B84,C
791,male,0,American,Mr.,Patrick Harden,,3,0,0,12460,7.75,,Q
792,male,0,American,Mr.,Clayton King,16,2,0,0,239865,26,,S
793,male,0,American,Mr.,Jose Hill,,3,8,2,CA. 2343,69.55,,S
794,female,0,American,Mrs.,Emma Nichols,,1,0,0,PC 17600,306.958,,C
795,male,0,American,Mr.,Robert Hardman,25,3,0,0,349203,78.958,,S
796,female,0,American,Ms.,Tammy Nixon,39,2,0,0,28213,13,,S
797,female,1,American,Mrs.,Molly Westerman,49,1,0,0,17465,259.292,D17,S
798,male,1,American,Mr.,Michael Boddie,31,3,0,0,349244,86.833,,S
799,female,0,American,Ms.,Wanda Copeland,30,3,0,0,2685,72.292,,C
800,male,0,American,Mr.,Timothy Lockhart,30,3,1,1,345773,24.15,,S
801,male,0,American,Mr.,Charles Sanderson,34,2,0,0,250647,13,,S
802,female,1,American,Mrs.,Cheryl Henderson,31,2,1,1,C.A. 31921,26.25,,S
803,female,1,American,Ms.,Sandra King,11,1,1,2,113760,120,B96 B98,S
804,female,1,American,Ms.,Lisa Wilson,0.42,3,0,1,2625,85.167,,C
805,male,1,American,Mr.,Louis Ortiz,27,3,0,0,347089,6.975,,S
806,female,0,American,Ms.,Eleanor Schwartz,31,3,0,0,347063,7.775,,S
807,male,0,American,Mr.,William Dillon,39,1,0,0,112050,0,A36,S
808,male,0,American,Mr.,Glenn Trotter,18,3,0,0,347087,7.775,,S
809,female,0,American,Ms.,Evelyn Gartner,39,2,0,0,248723,13,,S
810,male,1,American,Mr.,William Garrett,33,1,1,0,113806,53.1,E8,S
811,male,0,American,Mr.,William Lucas,26,3,0,0,3474,78.875,,S
812,male,0,American,Mr.,Joe Outlaw,39,3,0,0,A/4 48871,24.15,,S
813,female,0,American,Mrs.,Tamie Sweeney,35,2,0,0,28206,10.5,,S
814,female,0,American,Mrs.,Ann Hernandez,6,3,4,2,347082,31.275,,S
815,female,0,American,Mrs.,Markita Shue,30.5,3,0,0,364499,8.05,,S
816,male,0,American,Mr.,Andrew Jewell,,1,0,0,112058,0,B102,S
817,female,0,American,Ms.,Katherine Lyons,23,3,0,0,STON/O2. 3101290,7.925,,S
818,male,0,American,Mr.,Rick Hickman,31,2,1,1,S.C./PARIS 2079,370.042,,C
819,male,0,American,Mr.,Roosevelt Pape,43,3,0,0,C 7075,6.45,,S
820,male,0,American,Mr.,Joel Graham,10,3,3,2,347088,27.9,,S
821,female,1,American,Ms.,Angelica Jacobs,52,1,1,1,12749,93.5,B69,S
822,female,1,American,Ms.,Amalia Moon,27,3,0,0,315098,86.625,,S
823,male,0,American,Mr.,Scott Ransom,38,1,0,0,19972,0,,S
824,female,1,American,Ms.,Christina Webb,27,3,0,1,392096,12.475,E121,S
825,male,0,American,Mr.,Peter Martin,2,3,4,1,3101295,396.875,,S
826,male,0,American,Mr.,Daniel Parisi,,3,0,0,368323,6.95,,Q
827,male,0,American,Mr.,Lester Lang,,3,0,0,1601,564.958,,S
828,male,1,American,Mr.,Fred Dawson,1,2,0,2,S.C./PARIS 2079,370.042,,C
829,male,1,American,Mr.,Christopher Trujillo,,3,0,0,367228,7.75,,Q
830,female,1,American,Mrs.,Emily Said,62,1,0,0,113572,80,B28,
831,male,1,American,Mr.,Thomas Brown,15,3,1,0,2659,144.542,,C
832,female,1,American,Mrs.,Deborah Dick,0.83,2,1,1,29106,18.75,,S
833,male,0,American,Mr.,Matthew Lewis,,3,0,0,2671,72.292,,C
834,female,0,American,Mrs.,Olivia Darling,23,3,0,0,347468,78.542,,S
835,male,0,American,Mr.,Leonard Brookman,18,3,0,0,2223,8.3,,S
836,male,1,American,Mr.,Ernest Lang,39,1,1,1,PC 17756,831.583,E49,C
837,male,0,American,Mr.,Bennie Colangelo,21,3,0,0,315097,86.625,,S
838,female,0,American,Mrs.,Linda Cummings,,3,0,0,392092,8.05,,S
839,female,1,American,Mrs.,Ida Taylor,32,3,0,0,1601,564.958,,S
840,male,1,American,Mr.,Wilfred Davis,,1,0,0,11774,29.7,C47,C
841,male,0,American,Mr.,John Delano,20,3,0,0,SOTON/O2 3101287,7.925,,S
842,male,0,American,Mr.,Gerald Hirt,16,2,0,0,S.O./P.P. 3,10.5,,S
843,male,1,American,Mr.,Wade Williams,30,1,0,0,113798,31,,C
844,female,0,American,Mrs.,Queen Ashburn,34.5,3,0,0,2683,64.375,,C
845,male,0,American,Mr.,Keith Nealy,17,3,0,0,315090,86.625,,S
846,male,0,American,Mr.,Raymond Graham,42,3,0,0,C.A. 5547,7.55,,S
847,female,0,American,Ms.,Joanne Dixon,,3,8,2,CA. 2343,69.55,,S
848,female,0,American,Ms.,Sandra Boatman,35,3,0,0,349213,78.958,,C
849,male,0,American,Mr.,Alex Kitts,28,2,0,1,248727,33,,S
850,female,1,American,Ms.,Julie Lane,,1,1,0,17453,891.042,C92,C
851,male,0,American,Mr.,Leonard Guinyard,4,3,4,2,347082,31.275,,S
852,male,0,American,Mr.,Raymond Greenlee,74,3,0,0,347060,7.775,,S
853,female,0,American,Mrs.,Pamela Poulin,9,3,1,1,2678,152.458,,C
854,female,1,American,Mrs.,Margaret Sabbagh,16,1,0,1,PC 17592,39.4,D28,S
855,female,0,American,Mrs.,Deanna Macias,44,2,1,0,244252,26,,S
856,female,1,American,Ms.,Shirley Piercy,18,3,0,1,392091,9.35,,S
857,male,1,American,Mr.,William Nagel,45,1,1,1,36928,1.648.667,,S
858,female,1,American,Ms.,Joyce Williams,51,1,0,0,113055,26.55,E17,S
859,male,1,American,Mr.,James Johnson,24,3,0,3,2666,192.583,,C
860,female,0,American,Mrs.,Carolyn Henline,,3,0,0,2629,72.292,,C
861,male,0,American,Mr.,Robert McClelland,41,3,2,0,350026,141.083,,S
862,female,0,American,Ms.,Melinda Edenfield,21,2,1,0,28134,11.5,,S
863,female,1,American,Ms.,Ingrid Kaya,48,1,0,0,17466,259.292,D17,S
864,male,0,American,Mr.,Bob Melton,,3,8,2,CA. 2343,69.55,,S
865,female,0,American,Ms.,Hazel Zhang,24,2,0,0,233866,13,,S
866,male,1,American,Mr.,Ronnie Denny,42,2,0,0,236852,13,,S
867,female,1,American,Mrs.,Mollie Chandler,27,2,1,0,SC/PARIS 2149,138.583,,C
868,male,0,American,Mr.,Laurence Clark,31,1,0,0,PC 17590,504.958,A24,S
869,male,0,American,Mr.,Lindsay Vargas,,3,0,0,345777,9.5,,S
870,male,1,American,Mr.,Jordan Bach,4,3,1,1,347742,111.333,,S
871,female,0,American,Mrs.,Juanita Adair,26,3,0,0,349248,78.958,,S
872,male,1,American,Mr.,Thomas Krauss,47,1,1,1,11751,525.542,D35,S
873,male,0,American,Mr.,Michael May,33,1,0,0,695,5,B51 B53 B55,S
874,male,0,American,Mr.,Larry Maker,47,3,0,0,345765,9,,S
875,male,1,American,Mr.,Gerald Vidrine,28,2,1,0,P/PP 3381,24,,C
876,male,1,American,Mr.,Timothy Harding,15,3,0,0,2667,7.225,,C
877,female,0,American,Mrs.,Carol Parker,20,3,0,0,7534,98.458,,S
878,female,0,American,Mrs.,Ruby Ortiz,19,3,0,0,349212,78.958,,S
879,male,0,American,Mr.,William Corbett,,3,0,0,349217,78.958,,S
880,male,1,American,Mr.,Matthew Griffin,56,1,0,1,11767,831.583,C50,C
881,male,1,American,Dr.,Jeremy Rogers,25,2,0,1,230433,26,,S
882,female,0,American,Mrs.,Antionette Williams,33,3,0,0,349257,78.958,,S
883,male,0,American,Mr.,Reginald Hollis,22,3,0,0,7552,105.167,,S
884,female,0,American,Mrs.,Yolanda Cole,28,2,0,0,C.A./SOTON 34068,10.5,,S
885,female,0,American,Dr.,Evelyn Troxel,25,3,0,0,SOTON/OQ 392076,7.05,,S
886,male,0,American,Dr.,Roland Dover,39,3,0,5,382652,29.125,,Q
887,male,0,American,Mr.,Herman Aldridge,27,2,0,0,211536,13,,S
888,female,1,American,Mrs.,Lee Shanks,19,1,0,0,112053,30,B42,S
889,male,0,American,Mr.,Steve Brown,,3,1,2,W./C. 6607,23.45,,S
890,female,1,American,Mrs.,Martha Perry,26,1,0,0,111369,30,C148,C
891,female,0,American,Mrs.,Catherine Potter,32,3,0,0,370376,7.75,,Q
892,female,0,American,Ms.,Chris Green,26,3,1,2,111369,30,C148,C
893,male,1,American,Mr.,John Bullock,22,1,1,0,111369,30,C148,C
894,male,1,American,Mr.,Allen Saunders,38,3,1,0,PC 17599,712.833,C85,C
895,male,1,American,Mr.,Robert Sims,26,1,0,0,STON/O2. 3101282,7.925,,S
896,male,0,American,Mr.,Michael Harrington,35,3,1,0,113803,53.1,C123,S
897,male,0,American,Mr.,Peter Dugger,35,3,0,0,373450,8.05,,S
898,male,0,American,Mr.,Jon Nichols,,1,0,0,330877,84.583,,Q
899,male,0,American,Mr.,Manuel Murphy,54,3,0,0,17463,518.625,E46,S
900,female,1,American,Mrs.,Queen Stokes,2,3,3,1,349909,21.075,,S
901,female,1,American,Mrs.,Nancy Ramirez,27,2,0,2,347742,111.333,,S
902,female,1,American,Ms.,Kathleen Macias,14,3,1,0,237736,300.708,,C
903,female,1,American,Mrs.,Amber Longino,4,1,1,1,PP 9549,16.7,G6,S
904,female,0,American,Ms.,Christina Shores,58,3,0,0,113783,26.55,C103,S
905,female,0,American,Mrs.,Roberta Merrill,20,3,0,0,A/5. 2151,8.05,,S
906,female,0,American,Ms.,Patricia Milardo,39,3,1,5,347082,31.275,,S
907,female,1,American,Mrs.,Ann Fouse,14,2,0,0,350406,78.542,,S
908,male,0,American,Mr.,Dwayne Gray,55,3,0,0,248706,16,,S
909,male,1,American,Mr.,Edward Pitcher,2,2,4,1,382652,29.125,,Q
910,female,0,American,Ms.,Martha Evans,,3,0,0,244373,13,,S
911,female,1,American,Ms.,Opal Riggs,31,3,1,0,345763,18,,S
912,male,0,American,Mr.,Robert Black,,2,0,0,2649,7.225,,C
913,male,1,American,Mr.,Emile Warren,35,2,0,0,239865,26,,S
914,male,1,American,Mr.,Warren Almanza,34,3,0,0,248698,13,D56,S
915,female,1,American,Mrs.,Melody Horning,15,1,0,0,330923,80.292,,Q
916,male,0,American,Mr.,Ian Tollett,28,3,0,0,113788,35.5,A6,S
917,female,1,American,Ms.,Vicki Bryan,8,3,3,1,349909,21.075,,S
918,male,0,American,Mr.,Archie Drakeford,38,3,1,5,347077,313.875,,S
919,male,0,American,Mr.,Eric Roberts,,1,0,0,2631,7.225,,C
920,male,1,American,Mr.,Curtis Newman,19,3,3,2,19950,263,C23 C25 C27,S
921,female,0,American,Mrs.,Jessica Morgan,,3,0,0,330959,78.792,,Q
922,male,0,American,Mr.,Ricky Hays,,1,0,0,349216,78.958,,S
923,female,1,American,Ms.,Sally Anderson,40,1,0,0,PC 17601,277.208,,C
924,female,1,American,Mrs.,Rebecca Walker,,3,1,0,PC 17569,1.465.208,B78,C
925,female,0,American,Mrs.,Christina Trussell,,2,0,0,335677,7.75,,Q
926,male,0,American,Mr.,Rudolph Hill,66,1,0,0,C.A. 24579,10.5,,S
927,female,0,American,Mrs.,Aurora Romero,28,1,1,0,PC 17604,821.708,,C
928,male,1,American,Mr.,Peter Romeo,42,3,1,0,113789,52,,S
929,female,0,American,Mrs.,Paula Chancey,,3,0,0,2677,72.292,,C
930,male,0,American,Mr.,Charley Chung,21,3,0,0,A./5. 2152,8.05,,S
931,female,1,American,Mrs.,Amanda Sims,18,3,2,0,345764,18,,S
932,female,0,American,Mrs.,Kathryn Smith,14,3,1,0,2651,112.417,,C
933,female,0,American,Ms.,Laura Williams,40,2,1,0,7546,9.475,,S
934,male,0,American,Mr.,Richard Mendoza,27,3,1,0,11668,21,,S
935,female,1,American,Mrs.,Alice Ahmed,,2,0,0,349253,78.958,,C
936,male,1,American,Mr.,Timothy Jarvis,3,3,1,2,SC/Paris 2123,415.792,,C
937,female,0,American,Ms.,Carol Pfister,19,3,0,0,330958,78.792,,Q
938,female,0,American,Mrs.,Kristi Browder,,3,0,0,S.C./A.4. 23567,8.05,,S
939,female,1,American,Mrs.,Delores Madera,,3,1,0,370371,15.5,,Q
940,male,0,American,Mr.,Fredrick Bolds,,3,0,0,14311,7.75,,Q
941,male,0,American,Mr.,Bernard Kehoe,,3,2,0,2662,216.792,,C
942,male,0,American,Mr.,Gary Wann,18,3,1,0,349237,17.8,,S
943,female,0,American,Mrs.,Hazel Boucher,7,3,4,1,3101295,396.875,,S
944,female,1,American,Mrs.,Carol Pannell,21,1,0,0,A/4. 39886,7.8,,S
945,female,1,American,Ms.,Mary Rendon,49,2,1,0,PC 17572,767.292,D33,C
946,male,0,American,Mr.,Dwight Thompson,29,1,1,0,2926,26,,S
947,male,1,American,Mr.,Leslie Boone,65,1,0,1,113509,619.792,B30,C
948,male,1,American,Mr.,Leonardo Johnson,,2,0,0,19947,35.5,C52,S
949,male,0,American,Mr.,Richard Murphy,21,3,0,0,C.A. 31026,10.5,,S
950,female,1,American,Ms.,Geraldine Bobo,28.5,2,0,0,2697,72.292,,C
951,female,0,American,Ms.,Margie Ewing,5,3,1,2,C.A. 34651,27.75,,S
952,female,0,American,Mrs.,Janine Pruitt,11,3,5,2,CA 2144,46.9,,S
953,male,1,American,Mr.,Ruben Mojica,22,1,0,0,2669,72.292,,C
954,male,0,American,Mr.,Thomas Yancey,38,1,0,0,113572,80,B28,
955,female,0,American,Mrs.,Noemi Brown,45,3,1,0,36973,83.475,C83,S
956,male,0,American,Mr.,Kenneth Priest,4,1,3,2,347088,27.9,,S
957,female,1,American,Ms.,Gracie Reece,,3,0,0,PC 17605,277.208,,C
958,female,1,American,Mrs.,Lara Humphrey,,2,1,1,2661,152.458,,C
959,male,0,American,Mr.,Howard Fitzgerald,29,3,0,0,C.A. 29395,10.5,F33,S
960,male,1,American,Mr.,Melvin Boone,19,3,0,0,S.P. 3464,81.583,,S
961,male,0,American,Mr.,Eric Carter,17,3,4,2,3101281,7.925,,S
962,male,0,American,Mr.,Victor Rivera,26,2,2,0,315151,86.625,,S
963,female,0,American,Ms.,Kimberly Jeffers,32,3,0,0,C.A. 33111,10.5,,S
964,male,0,American,Mr.,Pat Wall,16,2,5,2,CA 2144,46.9,,S
965,female,0,American,Mrs.,Laura Alvarez,21,3,0,0,S.O.C. 14879,73.5,,S
966,female,1,American,Mrs.,Blanche Loomis,26,3,1,0,2680,144.542,,C
967,female,0,American,Ms.,Georgia Fraser,32,3,0,0,1601,564.958,,S
968,female,0,American,Mrs.,Ruth Glover,25,3,0,0,348123,7.65,F G73,S
969,female,0,American,Mrs.,Elizabeth Li,,3,0,0,349208,78.958,,S
970,female,1,American,Ms.,Jennie Howell,,2,0,0,374746,8.05,,S
971,female,1,American,Ms.,Vera Townsend,0.83,3,0,2,248738,29,,S
972,female,0,American,Mrs.,Victoria Martinelli,30,3,0,0,364516,12.475,,S
973,female,1,American,Ms.,Rose Rogers,22,3,0,0,345767,9,,S
974,female,1,American,Mrs.,Kimberly Hagins,29,3,0,0,345779,9.5,,S
975,male,0,American,Mr.,Daniel Carver,,1,0,0,330932,77.875,,Q
976,male,1,American,Mr.,Antonio Boyer,28,2,0,0,113059,47.1,,S
977,female,1,American,Ms.,Jessica Hanselman,17,3,0,0,SO/C 14885,10.5,,S
978,male,0,American,Mr.,Charles Martin,33,3,3,0,3101278,15.85,,S
979,female,0,American,Mrs.,Kellie Garth,16,3,1,3,W./C. 6608,34.375,,S
980,male,1,American,Mr.,Patrick Galindo,,1,0,0,SOTON/OQ 392086,8.05,,S
981,female,0,American,Ms.,Patricia Ralph,23,3,3,2,19950,263,C23 C25 C27,S
982,female,0,American,Mrs.,Sylvia Lindberg,24,3,0,0,343275,8.05,,S
983,female,0,American,Mrs.,Cynthia Thomas,29,3,0,0,343276,8.05,,S
984,female,0,American,Mrs.,Isabel Chavez,20,1,0,0,347466,78.542,,S
985,female,0,American,Ms.,Constance Brown,46,3,1,0,W.E.P. 5734,61.175,E31,S
986,female,0,American,Mrs.,Sarah Collins,26,3,1,2,C.A. 2315,20.575,,S
987,male,0,American,Mr.,Michael Shive,59,3,0,0,364500,7.25,,S
988,female,0,American,Ms.,Audrey Collins,,1,0,0,374910,8.05,,S
989,male,1,American,Mr.,Leroy Johnson,71,1,0,0,PC 17754,346.542,A5,C
990,female,1,American,Mrs.,Rowena Hartung,23,2,0,1,PC 17759,633.583,D10 D12,C
991,female,0,American,Ms.,Bethany Stewart,34,2,0,1,231919,23,,S
992,female,0,American,Mrs.,Darci Branson,34,3,1,0,244367,26,,S
993,female,0,American,Ms.,Iva Thompson,28,3,0,0,349245,78.958,,S
994,male,0,American,Mr.,Robert Farnum,,1,0,0,349215,78.958,,S
995,female,0,American,Mrs.,Sheri Milan,21,3,0,1,35281,772.875,D26,S
996,female,0,American,Ms.,Chieko Saephan,33,3,0,0,7540,86.542,,S
997,female,0,American,Ms.,Jackie Cade,37,3,2,0,3101276,7.925,,S
998,male,1,American,Mr.,Stanley Fontaine,28,3,0,0,349207,78.958,,S
999,male,1,American,Mr.,Kenneth Sands,21,3,0,0,343120,7.65,,S
1000,male,0,American,Mr.,Christopher Jackson,,3,0,0,312991,7.775,,S
1001,female,1,American,Mrs.,Roxanne Chmielewski,38,3,0,0,349249,78.958,,S
1002,female,0,American,Ms.,Helen Thomas,,1,1,0,371110,24.15,,Q
1003,female,0,American,Mrs.,Elizebeth Ruiz,47,3,0,0,110465,52,C110,S
1004,male,0,American,Mr.,Rafael Powers,14.5,3,1,0,2665,144.542,,C
1005,male,0,American,Mr.,John Goldsmith,22,3,0,0,324669,8.05,,S
1006,female,0,American,Ms.,Dorothy Fredette,20,3,1,0,4136,9.825,,S
1007,female,0,American,Mrs.,Shayla Smith,17,3,0,0,2627,144.583,,C
1008,female,0,American,Mrs.,Lisa Sandusky,21,3,0,0,STON/O 2. 3101294,7.925,,S
1009,male,0,American,Mr.,James Eaton,70.5,2,0,0,370369,7.75,,Q
1010,male,0,American,Mr.,Marcos Talley,29,1,1,0,11668,21,,S
1011,male,0,American,Mr.,Brady Miller,24,3,0,1,PC 17558,2.475.208,B58 B60,C
1012,female,0,American,Mrs.,Lula Johnson,2,2,4,2,347082,31.275,,S
1013,female,0,American,Mrs.,Cindy Rainey,21,3,2,0,S.O.C. 14879,73.5,,S
1014,male,0,American,Mr.,Scott Souther,,2,0,0,A4. 54510,8.05,,S
1015,female,1,American,Mrs.,Christina Garner,32.5,2,1,0,237736,300.708,,C
